s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014"
 1.6202074E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3174510E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1497259E+002, 2.2005849E+001, 2.3536963E+001, 2.0951085E+001, 2.0917032E+001, 2.0863515E+001, 2.0904028E+001, 2.0948524E+001, 2.0949953E+001, 2.0949946E+001, 2.0955874E+001, 2.0941301E+001, 2.1956707E+001, 2.0753391E+001
 1.6262581E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1093345E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2421715E+002, 2.2099224E+001, 2.3546374E+001, 2.0954876E+001, 2.0921586E+001, 2.0869597E+001, 2.0908303E+001, 2.0952668E+001, 2.0954125E+001, 2.0954129E+001, 2.0960136E+001, 2.0946104E+001, 2.1981817E+001, 2.0756686E+001
 1.6320099E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.4125156E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1817635E+002, 2.2206704E+001, 2.3532041E+001, 2.0958204E+001, 2.0925629E+001, 2.0857817E+001, 2.0912233E+001, 2.0956647E+001, 2.0958164E+001, 2.0958180E+001, 2.0964261E+001, 2.0950897E+001, 2.2008306E+001, 2.0763464E+001
 1.6380497E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.4953219E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.0899254E+002, 2.2313703E+001, 2.3506189E+001, 2.0961421E+001, 2.0929210E+001, 2.0843664E+001, 2.0915240E+001, 2.0960467E+001, 2.0962151E+001, 2.0962178E+001, 2.0968329E+001, 2.0955669E+001, 2.2043950E+001, 2.0770024E+001
 1.6442016E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.4408916E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.0717152E+002, 2.2426960E+001, 2.3489633E+001, 2.0964733E+001, 2.0932493E+001, 2.0864144E+001, 2.0916346E+001, 2.0963197E+001, 2.0966191E+001, 2.0966234E+001, 2.0972453E+001, 2.0960500E+001, 2.2087055E+001, 2.0770369E+001
 1.6501012E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.9602741E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2057024E+002, 2.2536629E+001, 2.3517743E+001, 2.0968120E+001, 2.0935608E+001, 2.0865806E+001, 2.0918180E+001, 2.0960170E+001, 2.0970271E+001, 2.0970337E+001, 2.0976622E+001, 2.0965329E+001, 2.2130662E+001, 2.0767313E+001
 1.6562804E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.4754745E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1980631E+002, 2.2585186E+001, 2.3609411E+001, 2.0971225E+001, 2.0938525E+001, 2.0857468E+001, 2.0920826E+001, 2.0952871E+001, 2.0974348E+001, 2.0974445E+001, 2.0980795E+001, 2.0970128E+001, 2.2163612E+001, 2.0767413E+001
 1.6623114E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.2194040E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.0419842E+002, 2.2712369E+001, 2.3761949E+001, 2.0974091E+001, 2.0941356E+001, 2.0851112E+001, 2.0922860E+001, 2.0947122E+001, 2.0978424E+001, 2.0978552E+001, 2.0984970E+001, 2.0974883E+001, 2.2177542E+001, 2.0770019E+001
 1.6683424E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.6595554E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1432683E+002, 2.3011699E+001, 2.3908129E+001, 2.0976642E+001, 2.0943959E+001, 2.0844603E+001, 2.0925211E+001, 2.0945878E+001, 2.0982240E+001, 2.0982397E+001, 2.0988882E+001, 2.0979292E+001, 2.2174367E+001, 2.0772172E+001
 1.6743734E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.8126003E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2638932E+002, 2.3322235E+001, 2.3995866E+001, 2.0979019E+001, 2.0946860E+001, 2.0852295E+001, 2.0929416E+001, 2.0949554E+001, 2.0986087E+001, 2.0986285E+001, 2.0992835E+001, 2.0983667E+001, 2.2161456E+001, 2.0776616E+001
 1.6802159E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1027720E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2615356E+002, 2.3401122E+001, 2.4018887E+001, 2.0980869E+001, 2.0950211E+001, 2.0851304E+001, 2.0934832E+001, 2.0957207E+001, 2.0989955E+001, 2.0990218E+001, 2.0996830E+001, 2.0988020E+001, 2.2131996E+001, 2.0789527E+001
 1.6860207E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2173957E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2178373E+002, 2.3241607E+001, 2.3998430E+001, 2.0982359E+001, 2.0953852E+001, 2.0847937E+001, 2.0940121E+001, 2.0966494E+001, 2.0993734E+001, 2.0994084E+001, 2.1000756E+001, 2.0992256E+001, 2.2085959E+001, 2.0806650E+001
 1.6922401E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1619298E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1694840E+002, 2.2979688E+001, 2.3953658E+001, 2.0983471E+001, 2.0957570E+001, 2.0853880E+001, 2.0942324E+001, 2.0974843E+001, 2.0997511E+001, 2.0997966E+001, 2.1004700E+001, 2.0996490E+001, 2.2017446E+001, 2.0819524E+001
 1.6980449E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1530437E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1308135E+002, 2.2844051E+001, 2.3860964E+001, 2.0984071E+001, 2.0960955E+001, 2.0855802E+001, 2.0939190E+001, 2.0979223E+001, 2.1001281E+001, 2.1001841E+001, 2.1008639E+001, 2.1000698E+001, 2.1948527E+001, 2.0829619E+001
 1.7040213E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2301141E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1453114E+002, 2.2966733E+001, 2.3704143E+001, 2.0984421E+001, 2.0963793E+001, 2.0871406E+001, 2.0936712E+001, 2.0981379E+001, 2.1004880E+001, 2.1005529E+001, 2.1012392E+001, 2.1004699E+001, 2.1889771E+001, 2.0838833E+001
 1.7101393E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3317929E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1539543E+002, 2.3248211E+001, 2.3486564E+001, 2.0983551E+001, 2.0966773E+001, 2.0885956E+001, 2.0937330E+001, 2.0981371E+001, 2.1008610E+001, 2.1009337E+001, 2.1016263E+001, 2.1008819E+001, 2.1838161E+001, 2.0848625E+001
 1.7163753E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2097774E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1323183E+002, 2.3277168E+001, 2.3278889E+001, 2.0979873E+001, 2.0970465E+001, 2.0892445E+001, 2.0943519E+001, 2.0977560E+001, 2.1012556E+001, 2.1013339E+001, 2.1020324E+001, 2.1013140E+001, 2.1793670E+001, 2.0845304E+001
 1.7223575E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.0428337E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1818259E+002, 2.3119916E+001, 2.3172148E+001, 2.0972035E+001, 2.0974243E+001, 2.0899512E+001, 2.0950751E+001, 2.0970530E+001, 2.1016356E+001, 2.1017172E+001, 2.1024214E+001, 2.1017287E+001, 2.1762375E+001, 2.0822268E+001
 1.7283397E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2027469E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1872044E+002, 2.2915831E+001, 2.3111801E+001, 2.0959248E+001, 2.0977509E+001, 2.0904085E+001, 2.0954817E+001, 2.0966683E+001, 2.1020199E+001, 2.1021033E+001, 2.1028127E+001, 2.1021435E+001, 2.1743639E+001, 2.0800214E+001
 1.7343219E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.4202074E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1392405E+002, 2.2732210E+001, 2.3025093E+001, 2.0944412E+001, 2.0981257E+001, 2.0900016E+001, 2.0957686E+001, 2.0968215E+001, 2.1023964E+001, 2.1024806E+001, 2.1031952E+001, 2.1025474E+001, 2.1733192E+001, 2.0795502E+001
 1.7403041E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3824409E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1636628E+002, 2.2607954E+001, 2.2889648E+001, 2.0928443E+001, 2.0987539E+001, 2.0896478E+001, 2.0963489E+001, 2.0972929E+001, 2.1027626E+001, 2.1028472E+001, 2.1035672E+001, 2.1029392E+001, 2.1728776E+001, 2.0809935E+001
 1.7462863E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2090495E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1201862E+002, 2.2520128E+001, 2.2718664E+001, 2.0916490E+001, 2.0994887E+001, 2.0904569E+001, 2.0969503E+001, 2.0978161E+001, 2.1031246E+001, 2.1032094E+001, 2.1039344E+001, 2.1033248E+001, 2.1727885E+001, 2.0825940E+001
 1.7522685E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.0389304E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1887285E+002, 2.2467476E+001, 2.2595478E+001, 2.0916507E+001, 2.1001391E+001, 2.0909958E+001, 2.0971639E+001, 2.0983106E+001, 2.1034750E+001, 2.1035602E+001, 2.1042897E+001, 2.1036976E+001, 2.1727541E+001, 2.0831455E+001
 1.7582507E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.0273001E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1519973E+002, 2.2450803E+001, 2.2529153E+001, 2.0923726E+001, 2.1006915E+001, 2.0885433E+001, 2.0969808E+001, 2.0987448E+001, 2.1038051E+001, 2.1038907E+001, 2.1046242E+001, 2.1040495E+001, 2.1727635E+001, 2.0830101E+001
 1.7641319E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.9598579E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1983123E+002, 2.2463630E+001, 2.2520737E+001, 2.0931556E+001, 2.1012067E+001, 2.0869798E+001, 2.0969039E+001, 2.0991478E+001, 2.1041220E+001, 2.1042080E+001, 2.1049452E+001, 2.1043878E+001, 2.1728897E+001, 2.0821680E+001
 1.7700882E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1599046E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1548546E+002, 2.2519875E+001, 2.2546933E+001, 2.0939002E+001, 2.1017527E+001, 2.0862120E+001, 2.0971333E+001, 2.0995437E+001, 2.1044418E+001, 2.1045280E+001, 2.1052689E+001, 2.1047295E+001, 2.1733914E+001, 2.0817757E+001
 1.7762187E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1427593E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1098694E+002, 2.2688616E+001, 2.2585422E+001, 2.0946504E+001, 2.1023345E+001, 2.0841119E+001, 2.0973801E+001, 2.0999228E+001, 2.1047578E+001, 2.1048439E+001, 2.1055889E+001, 2.1050693E+001, 2.1745315E+001, 2.0817236E+001
 1.7823492E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.9863119E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1099455E+002, 2.2972722E+001, 2.2614990E+001, 2.0954468E+001, 2.1029705E+001, 2.0849862E+001, 2.0975449E+001, 2.1003112E+001, 2.1051040E+001, 2.1051907E+001, 2.1059394E+001, 2.1054406E+001, 2.1765446E+001, 2.0822229E+001
 1.7882273E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.9378601E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1715500E+002, 2.3166581E+001, 2.2611864E+001, 2.0962308E+001, 2.1035498E+001, 2.0843914E+001, 2.0975051E+001, 2.1006676E+001, 2.1054481E+001, 2.1055362E+001, 2.1062879E+001, 2.1058101E+001, 2.1796867E+001, 2.0828976E+001
 1.7943587E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1021427E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1597143E+002, 2.3140712E+001, 2.2578564E+001, 2.0969780E+001, 2.1040454E+001, 2.0834371E+001, 2.0973117E+001, 2.1009900E+001, 2.1058048E+001, 2.1058952E+001, 2.1066494E+001, 2.1061929E+001, 2.1839581E+001, 2.0834711E+001
 1.8003098E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1951765E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1376652E+002, 2.3044441E+001, 2.2537976E+001, 2.0975389E+001, 2.1044150E+001, 2.0842825E+001, 2.0972275E+001, 2.1012221E+001, 2.1061383E+001, 2.1062311E+001, 2.1069875E+001, 2.1065535E+001, 2.1890771E+001, 2.0838627E+001
 1.8062609E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.1819883E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.0884290E+002, 2.2941568E+001, 2.2504416E+001, 2.0977357E+001, 2.1047688E+001, 2.0847786E+001, 2.0974518E+001, 2.1013901E+001, 2.1064907E+001, 2.1065856E+001, 2.1073443E+001, 2.1069332E+001, 2.1947382E+001, 2.0843590E+001
 1.8122119E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.0030076E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1090112E+002, 2.2882261E+001, 2.2514812E+001, 2.0973391E+001, 2.1050881E+001, 2.0852828E+001, 2.0981821E+001, 2.1015141E+001, 2.1068376E+001, 2.1069343E+001, 2.1076952E+001, 2.1073074E+001, 2.2003050E+001, 2.0843516E+001
 1.8183028E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.7585826E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1802482E+002, 2.2852905E+001, 2.2535139E+001, 2.0963528E+001, 2.1053290E+001, 2.0862661E+001, 2.0987614E+001, 2.1016254E+001, 2.1071582E+001, 2.1072564E+001, 2.1080193E+001, 2.1076553E+001, 2.2048173E+001, 2.0833883E+001
 1.8241636E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.9749685E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2032516E+002, 2.2831114E+001, 2.2534530E+001, 2.0962205E+001, 2.1053702E+001, 2.0880173E+001, 2.0989758E+001, 2.1017575E+001, 2.1074570E+001, 2.1075571E+001, 2.1083211E+001, 2.1079796E+001, 2.2075717E+001, 2.0816835E+001
 1.8301530E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.2670937E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.0950100E+002, 2.2836947E+001, 2.2526458E+001, 2.0970403E+001, 2.1053142E+001, 2.0885094E+001, 2.0990219E+001, 2.1019379E+001, 2.1077773E+001, 2.1078798E+001, 2.1086436E+001, 2.1083237E+001, 2.2084418E+001, 2.0802698E+001
 1.8360031E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.8516559E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1830240E+002, 2.2877958E+001, 2.2506685E+001, 2.0980904E+001, 2.1052706E+001, 2.0886022E+001, 2.0989967E+001, 2.1020669E+001, 2.1080930E+001, 2.1081981E+001, 2.1089605E+001, 2.1086631E+001, 2.2075880E+001, 2.0802217E+001
 1.8422432E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.7048538E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2695676E+002, 2.2930149E+001, 2.2484992E+001, 2.0991401E+001, 2.1052869E+001, 2.0893487E+001, 2.0991391E+001, 2.1020659E+001, 2.1084141E+001, 2.1085213E+001, 2.1092808E+001, 2.1090087E+001, 2.2051138E+001, 2.0811187E+001
 1.8480933E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.6587312E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.3076267E+002, 2.2961496E+001, 2.2478469E+001, 2.1000443E+001, 2.1052040E+001, 2.0907728E+001, 2.0993441E+001, 2.1019037E+001, 2.1087321E+001, 2.1088408E+001, 2.1095958E+001, 2.1093509E+001, 2.2012535E+001, 2.0815410E+001
 1.8543334E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.7099823E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2420704E+002, 2.2915982E+001, 2.2489369E+001, 2.1007943E+001, 2.1049155E+001, 2.0925956E+001, 2.0994214E+001, 2.1016835E+001, 2.1090478E+001, 2.1091576E+001, 2.1099061E+001, 2.1096903E+001, 2.1965973E+001, 2.0809785E+001
 1.8601835E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.6075044E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.3276330E+002, 2.2814221E+001, 2.2547851E+001, 2.1014531E+001, 2.1046340E+001, 2.0945430E+001, 2.0992910E+001, 2.1015080E+001, 2.1093753E+001, 2.1094868E+001, 2.1102258E+001, 2.1100415E+001, 2.1917592E+001, 2.0797270E+001
 1.8660336E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.7553676E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.2664737E+002, 2.2727213E+001, 2.2625167E+001, 2.1020416E+001, 2.1042149E+001, 2.0934114E+001, 2.0991412E+001, 2.1011375E+001, 2.1096848E+001, 2.1097987E+001, 2.1105250E+001, 2.1103736E+001, 2.1871509E+001, 2.0782476E+001
 1.8722737E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.3019239E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.0163648E+002, 2.2646859E+001, 2.2701515E+001, 2.1026082E+001, 2.1031198E+001, 2.0922510E+001, 2.0992862E+001, 2.1005469E+001, 2.1099834E+001, 2.1101001E+001, 2.1108092E+001, 2.1106953E+001, 2.1826902E+001, 2.0807915E+001
 1.8783188E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 4.6184376E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 9.3481547E+001, 2.2603506E+001, 2.2773765E+001, 2.1034453E+001, 2.1015644E+001, 2.0926445E+001, 2.0994785E+001, 2.1002215E+001, 2.1102967E+001, 2.1104163E+001, 2.1111005E+001, 2.1110322E+001, 2.1787416E+001, 2.0860188E+001
 1.8840326E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.8531711E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0000000E+001, 1.1157171E+002, 2.2611688E+001, 2.2798584E+001, 2.1045683E+001, 2.1001907E+001, 2.0935633E+001, 2.0997285E+001, 2.1004880E+001, 2.1105880E+001, 2.1107100E+001, 2.1113331E+001, 2.1113466E+001, 2.1755582E+001, 2.0854629E+001
