s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014"
 5.3160293E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1718883E+001, 9.3313613E+000, 2.5464740E+000, 3.0000000E+001, 7.0764893E+000, 7.0449620E+000, 5.3825693E+000, 5.3108368E+000, 1.6912331E+001, 5.4114253E+000, 2.0000000E+001, 1.2363277E+002, 2.9043827E+001, 2.6492879E+001, 2.9637591E+001, 2.6551069E+001, 2.7329639E+001, 2.3153470E+001, 2.3345781E+001, 2.1644836E+001, 2.1508928E+001, 2.0950083E+001, 2.0920177E+001, 2.2401894E+001, 2.6507174E+001
 5.3220822E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1622950E+001, 8.7449632E+000, 2.5666705E+000, 3.0000000E+001, 7.0957947E+000, 6.9772647E+000, 5.3916747E+000, 5.3634744E+000, 1.6679768E+001, 5.4042198E+000, 2.0000000E+001, 1.2212881E+002, 2.8771272E+001, 2.6370808E+001, 2.9614011E+001, 2.6451152E+001, 2.7409748E+001, 2.3656191E+001, 2.3354254E+001, 2.1626830E+001, 2.1509631E+001, 2.0952840E+001, 2.0921252E+001, 2.2409393E+001, 2.6515136E+001
 5.3281351E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1505890E+001, 8.2175380E+000, 2.6857888E+000, 3.0000000E+001, 7.1014722E+000, 6.8742617E+000, 5.3777490E+000, 5.4001375E+000, 1.6664801E+001, 5.3875569E+000, 2.0000000E+001, 1.1007491E+002, 2.8497063E+001, 2.6357988E+001, 2.9520358E+001, 2.6378584E+001, 2.7711802E+001, 2.4194514E+001, 2.3360975E+001, 2.1607686E+001, 2.1505573E+001, 2.0955450E+001, 2.0921533E+001, 2.2422121E+001, 2.6471962E+001
 5.3341123E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1376468E+001, 7.8761390E+000, 2.6848756E+000, 3.0000000E+001, 7.0578564E+000, 6.8750417E+000, 5.3916685E+000, 5.4040056E+000, 1.6821062E+001, 5.3246350E+000, 2.0000000E+001, 1.1043801E+002, 2.8322219E+001, 2.6416534E+001, 2.9227329E+001, 2.6505617E+001, 2.7901651E+001, 2.4314430E+001, 2.3364972E+001, 2.1597280E+001, 2.1494870E+001, 2.0957922E+001, 2.0920902E+001, 2.2438979E+001, 2.6391885E+001
 5.3403543E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1256375E+001, 7.6632609E+000, 2.5389779E+000, 3.0000000E+001, 6.9447352E+000, 6.9214553E+000, 5.4592337E+000, 5.3082655E+000, 1.7064431E+001, 5.2439340E+000, 2.0000000E+001, 1.2405971E+002, 2.8364126E+001, 2.6469863E+001, 2.8364687E+001, 2.6909814E+001, 2.7667980E+001, 2.4262266E+001, 2.3366930E+001, 2.1595928E+001, 2.1479518E+001, 2.0960202E+001, 2.0919374E+001, 2.2458066E+001, 2.6284097E+001
 5.3461802E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1174290E+001, 7.3906735E+000, 2.4361704E+000, 3.0000000E+001, 6.8437017E+000, 6.9591602E+000, 5.5815025E+000, 5.1793527E+000, 1.7292740E+001, 5.2081265E+000, 2.0000000E+001, 1.3509310E+002, 2.8667516E+001, 2.6478198E+001, 2.7367840E+001, 2.7048432E+001, 2.7642140E+001, 2.4160382E+001, 2.3365508E+001, 2.1602274E+001, 2.1464184E+001, 2.0962095E+001, 2.0917187E+001, 2.2475528E+001, 2.6189445E+001
 5.3520060E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1121927E+001, 7.3211822E+000, 2.5279904E+000, 3.0000000E+001, 6.7822286E+000, 6.9421999E+000, 5.7008427E+000, 5.1610295E+000, 1.7403940E+001, 5.2048639E+000, 2.0000000E+001, 1.2956344E+002, 2.9014519E+001, 2.6490808E+001, 2.6809248E+001, 2.7078647E+001, 2.7740243E+001, 2.3978048E+001, 2.3362724E+001, 2.1618589E+001, 2.1450778E+001, 2.0963679E+001, 2.0914985E+001, 2.2488965E+001, 2.6087471E+001
 5.3582481E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.1064127E+001, 7.4654771E+000, 2.5907639E+000, 3.0000000E+001, 6.7443123E+000, 6.8936565E+000, 5.7323302E+000, 5.1446069E+000, 1.7285226E+001, 5.2294050E+000, 2.0000000E+001, 1.1719928E+002, 2.9176978E+001, 2.6561432E+001, 2.6562774E+001, 2.7048847E+001, 2.7848312E+001, 2.3835128E+001, 2.3359190E+001, 2.1640910E+001, 2.1439370E+001, 2.0965174E+001, 2.0912922E+001, 2.2492806E+001, 2.5986666E+001
 5.3643164E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0964992E+001, 7.3095249E+000, 2.5706720E+000, 3.0000000E+001, 6.7127839E+000, 6.8099744E+000, 5.7114334E+000, 5.1266026E+000, 1.6918289E+001, 5.2737783E+000, 2.0000000E+001, 1.1205678E+002, 2.9292088E+001, 2.6677683E+001, 2.6448023E+001, 2.6966963E+001, 2.7828248E+001, 2.4362684E+001, 2.3356007E+001, 2.1661326E+001, 2.1428476E+001, 2.0965999E+001, 2.0910578E+001, 2.2485753E+001, 2.5910539E+001
 5.3702746E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0831702E+001, 6.3119383E+000, 2.5412064E+000, 3.0000000E+001, 6.6683324E+000, 6.7229365E+000, 5.6761763E+000, 5.1154158E+000, 1.6474060E+001, 5.3140093E+000, 2.0000000E+001, 1.1789893E+002, 2.9396339E+001, 2.6825149E+001, 2.6404215E+001, 2.6904459E+001, 2.7588453E+001, 2.5364416E+001, 2.3359055E+001, 2.1675896E+001, 2.1420084E+001, 2.0965835E+001, 2.0908371E+001, 2.2471898E+001, 2.5848807E+001
 5.3762328E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0696517E+001, 5.8399298E+000, 2.4379726E+000, 3.0000000E+001, 6.6309428E+000, 6.6584351E+000, 5.6533194E+000, 5.1118412E+000, 1.6128840E+001, 5.3341389E+000, 2.0000000E+001, 1.3160966E+002, 2.9580240E+001, 2.7016096E+001, 2.6384289E+001, 2.6861272E+001, 2.7374797E+001, 2.5704971E+001, 2.3371868E+001, 2.1680033E+001, 2.1417742E+001, 2.0964589E+001, 2.0906897E+001, 2.2435839E+001, 2.5799270E+001
 5.3821910E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0631024E+001, 5.7465075E+000, 2.4305928E+000, 3.0000000E+001, 6.6463845E+000, 6.5975322E+000, 5.6474514E+000, 5.1169052E+000, 1.5995435E+001, 5.3531191E+000, 2.0000000E+001, 1.3187300E+002, 2.9785226E+001, 2.7244372E+001, 2.6349745E+001, 2.6863594E+001, 2.7339769E+001, 2.5473870E+001, 2.3391442E+001, 2.1670067E+001, 2.1421552E+001, 2.0962442E+001, 2.0906227E+001, 2.2382188E+001, 2.5755210E+001
 5.3881492E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9975757E+001, 1.0675013E+001, 5.9485858E+000, 2.4211793E+000, 3.0000000E+001, 6.6975704E+000, 6.4914167E+000, 5.6733993E+000, 5.1058301E+000, 1.6089246E+001, 5.3821651E+000, 2.0000000E+001, 1.3481279E+002, 2.9840355E+001, 2.7498802E+001, 2.6261266E+001, 2.6928678E+001, 2.7396604E+001, 2.5207044E+001, 2.3410665E+001, 2.1652569E+001, 2.1429674E+001, 2.0960772E+001, 2.0906696E+001, 2.2309909E+001, 2.5693759E+001
 5.3940280E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9130700E+001, 1.0767794E+001, 6.1959191E+000, 2.4487806E+000, 3.0000000E+001, 6.7339626E+000, 6.3889935E+000, 5.7446246E+000, 5.0790513E+000, 1.6368790E+001, 5.3982447E+000, 2.0000000E+001, 1.4025057E+002, 2.9661992E+001, 2.7794844E+001, 2.6106578E+001, 2.6880844E+001, 2.7445564E+001, 2.5196327E+001, 2.3415531E+001, 2.1637206E+001, 2.1440348E+001, 2.0960527E+001, 2.0908197E+001, 2.2218199E+001, 2.5616062E+001
 5.4001451E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8674136E+001, 1.0828296E+001, 6.2308690E+000, 2.5244988E+000, 3.0000000E+001, 6.7399957E+000, 6.3386625E+000, 5.8439987E+000, 5.0538482E+000, 1.6689741E+001, 5.3981979E+000, 2.0000000E+001, 1.2041525E+002, 2.9490482E+001, 2.8062360E+001, 2.5927095E+001, 2.6818376E+001, 2.7569615E+001, 2.5222153E+001, 2.3397717E+001, 2.1625667E+001, 2.1453727E+001, 2.0961769E+001, 2.0910640E+001, 2.2129919E+001, 2.5557714E+001
 5.4060777E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8801850E+001, 1.0823394E+001, 6.0818642E+000, 2.4032210E+000, 3.0000000E+001, 6.7174695E+000, 6.3135950E+000, 5.9386245E+000, 5.0426660E+000, 1.6993282E+001, 5.3908911E+000, 2.0000000E+001, 1.3136905E+002, 2.9302138E+001, 2.8157092E+001, 2.5803986E+001, 2.6781911E+001, 2.7622580E+001, 2.5137172E+001, 2.3365589E+001, 2.1639316E+001, 2.1468658E+001, 2.0963309E+001, 2.0913545E+001, 2.2052928E+001, 2.5516201E+001
 5.4123305E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9468244E+001, 1.0762547E+001, 6.0452310E+000, 2.5065925E+000, 3.0000000E+001, 6.6988446E+000, 6.2876580E+000, 6.0042130E+000, 5.0964834E+000, 1.7271847E+001, 5.3838683E+000, 2.0000000E+001, 1.3424318E+002, 2.9063850E+001, 2.8106777E+001, 2.5755446E+001, 2.6769773E+001, 2.7467463E+001, 2.4726655E+001, 2.3332636E+001, 2.1688828E+001, 2.1486410E+001, 2.0963364E+001, 2.0916353E+001, 2.1978204E+001, 2.5481253E+001
 5.4181926E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0659127E+001, 6.2686745E+000, 2.5576552E+000, 3.0000000E+001, 6.7033945E+000, 6.2458880E+000, 6.0364880E+000, 5.1324584E+000, 1.7416993E+001, 5.3881942E+000, 2.0000000E+001, 1.1884681E+002, 2.8839870E+001, 2.8074919E+001, 2.5767729E+001, 2.6801245E+001, 2.7429590E+001, 2.4455728E+001, 2.3300730E+001, 2.1739646E+001, 2.1510053E+001, 2.0960868E+001, 2.0918676E+001, 2.1927110E+001, 2.5425187E+001
 5.4244064E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0500435E+001, 6.4491732E+000, 2.4377601E+000, 3.0000000E+001, 6.7120357E+000, 6.1973625E+000, 6.0466042E+000, 5.1256683E+000, 1.7436414E+001, 5.3916461E+000, 2.0000000E+001, 1.3262496E+002, 2.8702591E+001, 2.8090951E+001, 2.5890360E+001, 2.6789621E+001, 2.7503216E+001, 2.4479489E+001, 2.3276739E+001, 2.1765825E+001, 2.1536049E+001, 2.0951737E+001, 2.0919702E+001, 2.1917829E+001, 2.5360318E+001
 5.4300800E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0358884E+001, 6.4241430E+000, 2.4127843E+000, 3.0000000E+001, 6.7041250E+000, 6.1681172E+000, 6.0496810E+000, 5.1347593E+000, 1.7401305E+001, 5.3887335E+000, 2.0000000E+001, 1.4537843E+002, 2.8694475E+001, 2.8096679E+001, 2.6048552E+001, 2.6724564E+001, 2.7584606E+001, 2.4571242E+001, 2.3268243E+001, 2.1763133E+001, 2.1562967E+001, 2.0933380E+001, 2.0919783E+001, 2.1960261E+001, 2.5315763E+001
 5.4363158E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0257782E+001, 6.3079530E+000, 2.5440152E+000, 3.0000000E+001, 6.6876797E+000, 6.1810024E+000, 6.0567404E+000, 5.1521687E+000, 1.7337071E+001, 5.3597304E+000, 2.0000000E+001, 1.1812048E+002, 2.8789523E+001, 2.8067593E+001, 2.6108254E+001, 2.6723923E+001, 2.7546499E+001, 2.4686103E+001, 2.3275420E+001, 2.1747159E+001, 2.1589074E+001, 2.0900614E+001, 2.0919263E+001, 2.2056381E+001, 2.5355011E+001
 5.4421267E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0207414E+001, 6.2000450E+000, 2.6036463E+000, 3.0000000E+001, 6.6840634E+000, 6.2237135E+000, 6.0613354E+000, 5.1439169E+000, 1.6989710E+001, 5.3005156E+000, 2.0000000E+001, 9.9877391E+001, 2.8892666E+001, 2.8001054E+001, 2.6080976E+001, 2.6769449E+001, 2.7461338E+001, 2.4848035E+001, 2.3291674E+001, 2.1716875E+001, 2.1610673E+001, 2.0866561E+001, 2.0918674E+001, 2.2201047E+001, 2.5481276E+001
 5.4483390E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0205915E+001, 6.1301972E+000, 2.5705514E+000, 3.0000000E+001, 6.6899826E+000, 6.2635547E+000, 6.0574908E+000, 5.0973552E+000, 1.6281974E+001, 5.2326467E+000, 2.0000000E+001, 1.0756859E+002, 2.8928980E+001, 2.7869637E+001, 2.6021786E+001, 2.6988390E+001, 2.7430638E+001, 2.5073699E+001, 2.3313052E+001, 2.1669825E+001, 2.1625077E+001, 2.0837917E+001, 2.0918032E+001, 2.2393331E+001, 2.5653458E+001
 5.4542670E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0230075E+001, 6.0671605E+000, 2.5600252E+000, 3.0000000E+001, 6.6640508E+000, 6.2818501E+000, 6.0472701E+000, 4.9908490E+000, 1.5289506E+001, 5.1694492E+000, 2.0000000E+001, 1.1900339E+002, 2.8930663E+001, 2.7702385E+001, 2.5967889E+001, 2.7385400E+001, 2.7504552E+001, 2.5295772E+001, 2.3333031E+001, 2.1607823E+001, 2.1633678E+001, 2.0821095E+001, 2.0917128E+001, 2.2627538E+001, 2.5815642E+001
 5.4602186E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0256305E+001, 5.9634324E+000, 2.5519003E+000, 3.0000000E+001, 6.6271227E+000, 6.2862310E+000, 6.0353338E+000, 4.8497383E+000, 1.4163600E+001, 5.1213922E+000, 2.0000000E+001, 1.2124680E+002, 2.8991777E+001, 2.7547639E+001, 2.5941053E+001, 2.7305438E+001, 2.7579908E+001, 2.5459524E+001, 2.3347461E+001, 2.1550490E+001, 2.1638415E+001, 2.0814656E+001, 2.0916197E+001, 2.2864915E+001, 2.5927201E+001
 5.4663612E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0263233E+001, 5.8153314E+000, 2.5577551E+000, 3.0000000E+001, 6.6231519E+000, 6.2952995E+000, 6.0196976E+000, 4.9114153E+000, 1.2946959E+001, 5.0897771E+000, 2.0000000E+001, 1.1343382E+002, 2.9089827E+001, 2.7451561E+001, 2.5929605E+001, 2.6813754E+001, 2.7501255E+001, 2.5533285E+001, 2.3357119E+001, 2.1500930E+001, 2.1641973E+001, 2.0813026E+001, 2.0915446E+001, 2.3062936E+001, 2.6002291E+001
 5.4720159E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0241872E+001, 5.7864656E+000, 2.5174295E+000, 3.0000000E+001, 6.6676454E+000, 6.3122938E+000, 6.0022795E+000, 5.0106123E+000, 1.1891095E+001, 5.0690013E+000, 2.0000000E+001, 1.1437620E+002, 2.9125966E+001, 2.7414363E+001, 2.5925808E+001, 2.6747214E+001, 2.7437355E+001, 2.5485946E+001, 2.3362322E+001, 2.1467951E+001, 2.1645397E+001, 2.0813197E+001, 2.0914672E+001, 2.3172787E+001, 2.6062527E+001
 5.4783463E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0195067E+001, 5.8089219E+000, 2.5154667E+000, 3.0000000E+001, 6.6693393E+000, 6.3283720E+000, 5.9921916E+000, 5.0513781E+000, 1.1172979E+001, 5.0511804E+000, 2.0000000E+001, 1.1420615E+002, 2.9102659E+001, 2.7405225E+001, 2.5927915E+001, 2.6787246E+001, 2.7501546E+001, 2.5521165E+001, 2.3365596E+001, 2.1449360E+001, 2.1649752E+001, 2.0814805E+001, 2.0913836E+001, 2.3161174E+001, 2.6162893E+001
 5.4841170E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0138594E+001, 5.7893586E+000, 2.5423231E+000, 3.0000000E+001, 6.6341470E+000, 6.3159213E+000, 5.9927958E+000, 5.0323576E+000, 1.0789970E+001, 5.0359591E+000, 2.0000000E+001, 1.1711924E+002, 2.9131249E+001, 2.7362268E+001, 2.5938716E+001, 2.6936414E+001, 2.7460891E+001, 2.5630403E+001, 2.3368614E+001, 2.1438127E+001, 2.1655610E+001, 2.0817663E+001, 2.0912925E+001, 2.3047448E+001, 2.6345039E+001
 5.4902725E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0080294E+001, 5.7725494E+000, 2.5436165E+000, 3.0000000E+001, 6.6019819E+000, 6.2713894E+000, 6.0068297E+000, 4.9776717E+000, 1.0741113E+001, 5.0223074E+000, 2.0000000E+001, 1.2426664E+002, 2.9145221E+001, 2.7306616E+001, 2.6000196E+001, 2.6981058E+001, 2.7504641E+001, 2.5588465E+001, 2.3371682E+001, 2.1441459E+001, 2.1661073E+001, 2.0820548E+001, 2.0911121E+001, 2.2905148E+001, 2.6559521E+001
 5.4960432E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.0032576E+001, 5.8932228E+000, 2.5834798E+000, 3.0000000E+001, 6.5802277E+000, 6.1872505E+000, 6.0230320E+000, 4.9555795E+000, 1.0955943E+001, 5.0125331E+000, 2.0000000E+001, 1.1066696E+002, 2.9060587E+001, 2.7370684E+001, 2.6030580E+001, 2.6988504E+001, 2.7619384E+001, 2.5352297E+001, 2.3375993E+001, 2.1467305E+001, 2.1665203E+001, 2.0825646E+001, 2.0909295E+001, 2.2801089E+001, 2.6696441E+001
 5.5023404E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 9.9947049E+000, 6.0648512E+000, 2.6077684E+000, 3.0000000E+001, 6.5553879E+000, 6.0727994E+000, 6.0449096E+000, 4.9284017E+000, 1.1375949E+001, 5.0080928E+000, 2.0000000E+001, 1.0950073E+002, 2.8956299E+001, 2.7528704E+001, 2.6012415E+001, 2.7260030E+001, 2.7647913E+001, 2.5155050E+001, 2.3381597E+001, 2.1510247E+001, 2.1666875E+001, 2.0838072E+001, 2.0907498E+001, 2.2744585E+001, 2.6769943E+001
 5.5080357E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 9.9625100E+000, 6.1269252E+000, 2.5483162E+000, 3.0000000E+001, 6.5212916E+000, 5.9996797E+000, 6.0747846E+000, 4.8246281E+000, 1.1869433E+001, 5.0066049E+000, 2.0000000E+001, 1.1656372E+002, 2.8878388E+001, 2.7750082E+001, 2.5973492E+001, 2.7466057E+001, 2.7588180E+001, 2.4929044E+001, 2.3390055E+001, 2.1554237E+001, 2.1666428E+001, 2.0857565E+001, 2.0905272E+001, 2.2734771E+001, 2.6780028E+001
 5.5141108E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 9.9339770E+000, 6.2246160E+000, 2.5279373E+000, 3.0000000E+001, 6.4789806E+000, 5.9874482E+000, 6.1046428E+000, 4.7652914E+000, 1.2247857E+001, 5.0033900E+000, 2.0000000E+001, 1.2541073E+002, 2.8847141E+001, 2.8016381E+001, 2.5933906E+001, 2.7411568E+001, 2.7579251E+001, 2.4611457E+001, 2.3400157E+001, 2.1585223E+001, 2.1664480E+001, 2.0877623E+001, 2.0902530E+001, 2.2766632E+001, 2.6724552E+001
 5.5200793E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 9.9064230E+000, 6.4498290E+000, 2.5882566E+000, 3.0000000E+001, 6.4261912E+000, 6.0345235E+000, 6.1331613E+000, 4.7872496E+000, 1.2398864E+001, 4.9985171E+000, 2.0000000E+001, 1.1493290E+002, 2.8869999E+001, 2.8155211E+001, 2.5894978E+001, 2.7108600E+001, 2.7556643E+001, 2.4471216E+001, 2.3410262E+001, 2.1596140E+001, 2.1661183E+001, 2.0893354E+001, 2.0899334E+001, 2.2817180E+001, 2.6608592E+001
 5.5260729E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 9.8841660E+000, 6.6070249E+000, 2.5770043E+000, 3.0000000E+001, 6.3821572E+000, 6.1078510E+000, 6.1566911E+000, 4.8884120E+000, 1.2280578E+001, 4.9889978E+000, 2.0000000E+001, 1.1492575E+002, 2.8925297E+001, 2.8094760E+001, 2.5860815E+001, 2.6847207E+001, 2.7564426E+001, 2.4513976E+001, 2.3420048E+001, 2.1594288E+001, 2.1657098E+001, 2.0904771E+001, 2.0896233E+001, 2.2861156E+001, 2.6449975E+001
 5.5321414E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 9.8714539E+000, 6.5518144E+000, 2.4897225E+000, 3.0000000E+001, 6.3592627E+000, 6.1515361E+000, 6.1750710E+000, 4.9692614E+000, 1.2065451E+001, 4.9737746E+000, 2.0000000E+001, 1.2513718E+002, 2.9006553E+001, 2.7855541E+001, 2.5828197E+001, 2.6772416E+001, 2.7529029E+001, 2.4654893E+001, 2.3428704E+001, 2.1588922E+001, 2.1651202E+001, 2.0913510E+001, 2.0893750E+001, 2.2900963E+001, 2.6284672E+001
 5.5383223E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 9.8622817E+000, 6.2837553E+000, 2.4373848E+000, 3.0000000E+001, 6.3684458E+000, 6.1579200E+000, 6.1840786E+000, 4.9762845E+000, 1.1911704E+001, 4.9606178E+000, 2.0000000E+001, 1.2764105E+002, 2.9092957E+001, 2.7634760E+001, 2.5799894E+001, 2.6935757E+001, 2.7429131E+001, 2.4926626E+001, 2.3435300E+001, 2.1585727E+001, 2.1643697E+001, 2.0920971E+001, 2.0891988E+001, 2.2919571E+001, 2.6156627E+001
 5.5440912E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9987104E+001, 9.8508288E+000, 5.8470367E+000, 2.5047265E+000, 3.0000000E+001, 6.4048402E+000, 6.1310420E+000, 6.1839113E+000, 4.8626830E+000, 1.1956569E+001, 4.9516722E+000, 2.0000000E+001, 1.2674531E+002, 2.9116353E+001, 2.7583338E+001, 2.5798735E+001, 2.7193205E+001, 2.7396692E+001, 2.5364605E+001, 2.3439531E+001, 2.1591804E+001, 2.1635427E+001, 2.0926544E+001, 2.0890957E+001, 2.2900200E+001, 2.6051239E+001
 5.5502721E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7921064E+001, 9.8298543E+000, 5.6072328E+000, 2.5416296E+000, 3.0000000E+001, 6.4279935E+000, 6.0780180E+000, 6.1642480E+000, 4.7822676E+000, 1.2211832E+001, 4.9504848E+000, 2.0000000E+001, 1.2107749E+002, 2.9066673E+001, 2.7644113E+001, 2.5843249E+001, 2.7090987E+001, 2.7429567E+001, 2.5630037E+001, 2.3441068E+001, 2.1612966E+001, 2.1627024E+001, 2.0928554E+001, 2.0891298E+001, 2.2832321E+001, 2.5972447E+001
 5.5563462E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5063245E+001, 9.7924893E+000, 5.5203674E+000, 2.4844321E+000, 3.0000000E+001, 6.4160637E+000, 6.0578838E+000, 6.1071926E+000, 4.8644952E+000, 1.2712934E+001, 4.9538691E+000, 2.0000000E+001, 1.1885724E+002, 2.9020590E+001, 2.7792855E+001, 2.5904314E+001, 2.6791404E+001, 2.7440210E+001, 2.5667042E+001, 2.3438854E+001, 2.1660856E+001, 2.1619559E+001, 2.0928428E+001, 2.0893436E+001, 2.2730579E+001, 2.5993289E+001
 5.5620452E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3133563E+001, 9.7350121E+000, 5.5204687E+000, 2.5014643E+000, 3.0000000E+001, 6.3670135E+000, 6.0974181E+000, 6.0440261E+000, 4.9303454E+000, 1.3436708E+001, 4.9547336E+000, 2.0000000E+001, 1.2482099E+002, 2.9028885E+001, 2.7862779E+001, 2.5931393E+001, 2.6716190E+001, 2.7491806E+001, 2.5626049E+001, 2.3437091E+001, 2.1725851E+001, 2.1615082E+001, 2.0928292E+001, 2.0897468E+001, 2.2632265E+001, 2.6176263E+001
 5.5681513E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1866839E+001, 9.6530070E+000, 5.5644389E+000, 2.5172818E+000, 3.0000000E+001, 6.3172586E+000, 6.1772904E+000, 5.9710314E+000, 4.9332002E+000, 1.4278955E+001, 4.9461859E+000, 2.0000000E+001, 1.1723400E+002, 2.9137319E+001, 2.7719141E+001, 2.5924968E+001, 2.6713050E+001, 2.7552634E+001, 2.5582945E+001, 2.3438270E+001, 2.1796544E+001, 2.1615820E+001, 2.0929693E+001, 2.0901662E+001, 2.2546683E+001, 2.6401408E+001
 5.5742574E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1088383E+001, 9.5448748E+000, 5.5469922E+000, 2.3410187E+000, 3.0000000E+001, 6.2899648E+000, 6.2352918E+000, 5.9093701E+000, 4.9517403E+000, 1.5089236E+001, 4.9104581E+000, 2.0000000E+001, 1.3125664E+002, 2.9253706E+001, 2.7377608E+001, 2.5897902E+001, 2.6674481E+001, 2.7585999E+001, 2.5649781E+001, 2.3441268E+001, 2.1864142E+001, 2.1622067E+001, 2.0932209E+001, 2.0905554E+001, 2.2485221E+001, 2.6509275E+001
 5.5803226E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0527439E+001, 9.4141622E+000, 5.4952340E+000, 2.4117140E+000, 3.0000000E+001, 6.2772884E+000, 6.2536544E+000, 5.8963573E+000, 4.9766473E+000, 1.5603725E+001, 4.8642258E+000, 2.0000000E+001, 1.3252085E+002, 2.9300559E+001, 2.7069631E+001, 2.5869648E+001, 2.6612099E+001, 2.7627829E+001, 2.5706203E+001, 2.3448525E+001, 2.1918394E+001, 2.1632101E+001, 2.0935040E+001, 2.0908446E+001, 2.2456287E+001, 2.6488766E+001
